quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,reasoning,current_state,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis
the situation is slowly but quietly improving.,general_business,improve,na,na,vague,assertive,expert,Percy H. Johnston,national,True,na,current trends improving,mixed,/service/ndnp/dlc/batch_dlc_ambrosia_ver01/data/sn83045774/00271744122/1921012101/0671.xml,1921-01-21,"the new york herald (new york, n.y.) 1920-1924",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
The future does not hold an expectation of a return to the abnormal activity of the latter part of 1919 and the early months of 1920 and a return to those conditions would not be desirable.,general_business,worsen,na,na,vague,assertive,expert,James S. Alexander,national,True,na,abnormal activity unlikely to recur,mixed,/service/ndnp/dlc/batch_dlc_ambrosia_ver01/data/sn83045774/00271744122/1921012101/0671.xml,1921-01-21,"the new york herald (new york, n.y.) 1920-1924",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default
"The future will be beset with difficulties, but that there is now a better formulation for true prosperity than has existed at any time since the outbreak of the war in Europe.",general_business,improve,na,na,vague,assertive,expert,James S. Alexander,national,True,na,new prosperity framework,mixed,/service/ndnp/dlc/batch_dlc_ambrosia_ver01/data/sn83045774/00271744122/1921012101/0671.xml,1921-01-21,"the new york herald (new york, n.y.) 1920-1924",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"Experts on finance in this country plaim that there is only one way to save central Europe, which Is at pressnt worst possible economic and financial state. This is by means of a $500,000,000 loan granted by the United States, with which Europe pould buy In America the much needPd raw materials and machinery. The American loan would be used, then, to buy raw mateials. ... exports would raise the value of the money of these nations. This, again, would react favorably on American exportB, for Europe would then buy here willingly and would buy In large quantities, which would remedy the present industrial stagnation.",general_business,improve,na,na,vague,assertive,expert,na,foreign,True,na,"loan enables import of raw materials, boosting exports",bad,/service/ndnp/dlc/batch_dlc_hooloovoo_ver01/data/sn83045462/00280656884/1921020701/0424.xml,1921-02-07,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=foreign (not US national),,
"The present period of inemployment is only temporary and, is soon as conditions return to normal, immigration will be indispensible.",employment,improve,na,down,vague,assertive,layperson,na,national,False,conditions return to normal,"temporary unemployment, future need for labor",bad,/service/ndnp/dlc/batch_dlc_hooloovoo_ver01/data/sn83045462/00280656884/1921020701/0424.xml,1921-02-07,"evening star (washington, d.c.) 1854-1972",full_page,down,,no UNRATE before 1948 / outside coverage,,False,no UNRATE before 1948 / outside coverage,6.0,inferred_short
"Prosperity and stable business conditions will come through the people wh>, in the day of adversity, aee the better day ahead the people who hearten humanity by deeds well u word*.",general_business,improve,na,na,vague,assertive,layperson,na,national,False,na,through the people,bad,/service/ndnp/scu/batch_scu_dragonfruit_ver01/data/sn87065702/00516991148/1921032401/0186.xml,1921-03-24,"southern christian advocate (charleston, s.c.) 1837-1948",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"""The glass and chemical industries"" Mr. Montgomery said “indicated that their business,- wotdd improve later In the year particularly if imports are im proved.",industry,improve,na,na,vague,hedged,official,Commissioner Montgomery,industry,True,if imports are improved,imports improve,mixed,/service/ndnp/wvu/batch_wvu_garbo_ver02/data/sn86092280/00517011216/1921020901/0126.xml,1921-02-09,"the elkins inter-mountain (elkins, w. va.) 1913-1970",full_page,improve,,,,False,scope=industry (not US national),,
"“If we are permitted to use our own gas in West Virginia,"" the company reported we will be in good condition, otherwise we will have to make our plans over or go out of business.",general_business,improve,na,na,vague,hedged,expert,na,regional,True,if permitted to use own gas,use own gas,mixed,/service/ndnp/wvu/batch_wvu_garbo_ver02/data/sn86092280/00517011216/1921020901/0126.xml,1921-02-09,"the elkins inter-mountain (elkins, w. va.) 1913-1970",full_page,improve,,,,False,scope=regional (not US national),,
there will be great ?murovenients in trade conditions.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,na,mixed,/service/ndnp/dlc/batch_dlc_eustachy_ver01/data/sn83030214/00206532580/1920122601/0759.xml,1920-12-26,new-york tribune (new york [n.y.]) 1866-1924,full_page,improve,flat,INDPRO,0.0,True,,12.0,default
"Alfred Reeves, general manager of the National Automobile Chamber of i Commerce, in a recent talk to the auto- j mobile dealers of Hudson County, ex- j pressed the belief that 1921 would be a groat transportation year",general_business,improve,na,na,12,hedged,expert,Alfred Reeves,national,True,na,motor car prominence,mixed,/service/ndnp/dlc/batch_dlc_eustachy_ver01/data/sn83030214/00206532580/1920122601/0759.xml,1920-12-26,new-york tribune (new york [n.y.]) 1866-1924,full_page,improve,flat,INDPRO,0.0,True,,12.0,stated
Mr. P?eeves also expressed the belief that a return of buying was about due in the industry and that following the shows business would be improved considerably.,general_business,improve,na,na,vague,hedged,expert,Mr. P?eeves,national,True,na,shows will boost demand,mixed,/service/ndnp/dlc/batch_dlc_eustachy_ver01/data/sn83030214/00206532580/1920122601/0759.xml,1920-12-26,new-york tribune (new york [n.y.]) 1866-1924,full_page,improve,flat,INDPRO,0.0,True,,12.0,default
the outlook for ijrjl has been greatly improved in the past few weeks and there is no doubt but that manufacturers have every confidence in the soundness and growth of the automobile business.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,na,mixed,/service/ndnp/dlc/batch_dlc_eustachy_ver01/data/sn83030214/00206532580/1920122601/0759.xml,1920-12-26,new-york tribune (new york [n.y.]) 1866-1924,full_page,improve,worsen,INDPRO,0.0,True,,6.0,inferred_short
"the automobile is bound to grow in favor, i for it has graduated from a so-called pleasure vehicle into a vehicle of utmost utility.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,na,mixed,/service/ndnp/dlc/batch_dlc_eustachy_ver01/data/sn83030214/00206532580/1920122601/0759.xml,1920-12-26,new-york tribune (new york [n.y.]) 1866-1924,full_page,improve,flat,INDPRO,0.0,True,,12.0,default
the automobile ?3 needed and undoubtedly will come back within the next few months and be more strongly intrenched than ever.,general_business,improve,na,na,6,assertive,journalist,na,national,False,na,na,mixed,/service/ndnp/dlc/batch_dlc_eustachy_ver01/data/sn83030214/00206532580/1920122601/0759.xml,1920-12-26,new-york tribune (new york [n.y.]) 1866-1924,full_page,improve,worsen,INDPRO,0.0,True,,6.0,stated
The Inability of Europe to buy will continue to be a major factor for an indefinite period.,other,worsen,na,na,vague,assertive,journalist,na,foreign,False,na,na,bad,/service/ndnp/kyu/batch_kyu_dove_ver02/data/sn85038022/00202195015/1921022501/0195.xml,1921-02-25,"the public ledger (maysville, ky.) 1913-1968",full_page,worsen,,,,False,scope=foreign (not US national),,
Somewhat easier conditions should provall until the end of February when demands for funds to mako Income tax payments due March 15 are likely to result in another stiffening of money rates.,money_rates,worsen,up,na,6,hedged,journalist,na,national,False,until the end of February,tax payment demands,mixed,/service/ndnp/kyu/batch_kyu_dove_ver02/data/sn85038022/00202195015/1921022501/0195.xml,1921-02-25,"the public ledger (maysville, ky.) 1913-1968",full_page,worsen,,topic 'money_rates' has no ground-truth series,,False,topic 'money_rates' has no ground-truth series,6.0,stated
It will be in the first few months ?f 1921 that the last phases of the Price adjustment and liquidation in industrial lines will probably be witnessed.,general_business,improve,na,na,6,hedged,journalist,na,national,False,na,na,bad,/service/ndnp/dlc/batch_dlc_ixtl_ver01/data/sn83045462/00280656847/1920112701/0456.xml,1920-11-27,"evening star (washington, d.c.) 1854-1972",full_page,improve,worsen,INDPRO,0.0,True,,6.0,stated
"money rates have come down to stay, barring perhaps one or two flurries due to the temporary withdrawal of funds from the market to meet exceptional demands like those at the year end.",prices,improve,down,na,vague,hedged,journalist,na,national,False,barring one or two flurries,temporary withdrawal of funds,bad,/service/ndnp/dlc/batch_dlc_ixtl_ver01/data/sn83045462/00280656847/1920112701/0456.xml,1920-11-27,"evening star (washington, d.c.) 1854-1972",full_page,down,down,CPI,1.0,True,,12.0,default
"the credit structure has successfully passed tho ordeal, and from now on will be steadily on the mend.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,na,bad,/service/ndnp/dlc/batch_dlc_ixtl_ver01/data/sn83045462/00280656847/1920112701/0456.xml,1920-11-27,"evening star (washington, d.c.) 1854-1972",full_page,improve,worsen,INDPRO,0.0,True,,6.0,inferred_short
"There will be an Interval of relative stagnation, thus postponing the beginning of trade recovery until ^the second half of next year.",general_business,worsen,na,na,12,assertive,expert,representative men of affairs,national,True,na,na,bad,/service/ndnp/dlc/batch_dlc_ixtl_ver01/data/sn83045462/00280656847/1920112701/0456.xml,1920-11-27,"evening star (washington, d.c.) 1854-1972",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,stated
The rate on commercial bills will logically be the next to succumb.,prices,worsen,up,na,vague,assertive,journalist,na,national,False,na,na,bad,/service/ndnp/dlc/batch_dlc_ixtl_ver01/data/sn83045462/00280656847/1920112701/0456.xml,1920-11-27,"evening star (washington, d.c.) 1854-1972",full_page,up,down,CPI,0.0,True,,12.0,default
the tendency of good bonds and of sound investment stocks will be upward.,markets,improve,up,na,vague,assertive,journalist,na,national,False,na,na,bad,/service/ndnp/dlc/batch_dlc_ixtl_ver01/data/sn83045462/00280656847/1920112701/0456.xml,1920-11-27,"evening star (washington, d.c.) 1854-1972",full_page,improve,flat,STOCK,0.0,True,,12.0,default
"Mr. Power said business relations of this country with Brazil were improving, and predicted a boom if money becomes more stabilised.",general_business,improve,na,na,vague,hedged,official,Edward Power,foreign,True,if money becomes more stabilised,improving relations,mixed,/service/ndnp/dlc/batch_dlc_ixtl_ver01/data/sn83045462/00280656847/1920112701/0456.xml,1920-11-27,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=foreign (not US national),,
"Herbert Hoover, speaking at the annnal din ner last night of the New Ycvk State Conference of the Boys* Clubs, said that the social and economical structure of America is based upon the equality of opportunity, and that unless this equality is preserved the country will retrogress.",general_business,worsen,na,na,vague,assertive,official,Herbert Hoover,national,True,unless equality is preserved,equality of opportunity,good,/service/ndnp/dlc/batch_dlc_ixtl_ver01/data/sn83045462/00280656847/1920112701/0456.xml,1920-11-27,"evening star (washington, d.c.) 1854-1972",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,default
"the attorney for the American corporation declared the influx of ""Brit... government surplus war junk"" would ruin the business of his clients and other airplane manufacturers of the United States.",general_business,worsen,na,na,vague,assertive,expert,na,national,False,if influx of planes,influx of surplus war junk,mixed,/service/ndnp/dlc/batch_dlc_ixtl_ver01/data/sn83045462/00280656847/1920112701/0456.xml,1920-11-27,"evening star (washington, d.c.) 1854-1972",full_page,worsen,worsen,INDPRO,1.0,True,,12.0,default
"As to the future, we are very op timistic and lool$ for history to re peat itself before many moons. In fast, we can see the illumination in' the heavens right now, and this is a sure sign of a bright and prosperous 1921.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,sign of bright future,mixed,/service/ndnp/kyu/batch_kyu_gold_ver01/data/sn86069873/00280762805/1921032501/0195.xml,1921-03-25,"the bourbon news (paris, ky.) 1895-19??",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"So strongly do we believe that there will be a vast change for the better in conditions and increased development of Alaska’s resources resulting in a business growth al most unparalleled, Mr. Olson and I have concluded arrangements for enlarging our present establishment in .Tttneau,” said Mr. Meherin.",general_business,improve,na,na,vague,assertive,expert,Mr. Meherin,regional,True,na,increased development of resources,mixed,/service/ndnp/ak/batch_ak_jellymoss_ver01/data/sn84020657/00279526879/1921022801/0406.xml,1921-02-28,"the alaska daily empire (juneau, alaska) 1912-1926",full_page,improve,,,,False,scope=regional (not US national),,
